,Unnamed: 0,conversation_id,created_at,author_id,lang,text,source,id,retweet_count,reply_count,like_count,quote_count,user_verified,user_protected,user_description,user_id,user_username,user_name,user_created_at,user_followers_count,user_following_count,user_tweet_count,user_listed_count,user_location,advice,caution,resource,remediation,other impact,service_interruption,weather_information
46,46,1473458303342632965,2021-12-22T01:00:09.000Z,498109478,en,"Freezing rain expected to impact #LowerMainland roads this afternoon into evening.
 
Crews are out pre-treating Service Area highways &amp; will continue patrolling until weather event passes. 

Please drive with caution &amp; check @DriveBC 
#ShiftIntoWinter #BCStorm https://t.co/VNZYjiRG4t",Sprout Social,1473458303342632965,9,0,10,0,False,False,Highway maintenance contractor serving the Lower Mainland. Report road hazards to our 24 hour hotline 604-271-0337.  Privacy Policy https://t.co/iAIoj9isU9,498109478.0,MainroadLM,Mainroad Contracting | Shift into Winter,2012-02-20T18:05:18.000Z,1983.0,694.0,24435.0,40.0,"Surrey, British Columbia",False,True,True,False,False,False,True
47,47,1473469597009518592,2021-12-22T01:45:02.000Z,20205479,en,"RT @PreparedBC: Winter storm warnings in place, #Nanaimo. Expect severe weather over the next several days &amp; avoid non-essential travel. Get ready: https://t.co/ULwnbRgjVx Weather Alerts: https://t.co/Gs2uU5VtAw
#PreparedBC #BCstorm #YCD https://t.co/QLDwCN2p2T",Hootsuite Inc.,1473469597009518592,1,0,3,0,False,False,"Official account for the City of Nanaimo, one of the fastest growing cities in BC. After hours emergencies 250-758-5222. Terms of use https://t.co/6wZW7rGMcw",20205479.0,cityofnanaimo,City of Nanaimo,2009-02-06T00:29:53.000Z,16136.0,96.0,12200.0,275.0,"Nanaimo, BC, Canada",True,True,True,False,False,False,True
48,48,1473696850523967503,2021-12-22T16:48:03.000Z,204620133,en,"From #BCstorm impact to recovery.
We continue to add photos and videos to tell the story of the #BCflood that impacted so many of our BC roadways and the hard work underway to restore them. 
https://t.co/cjRfONjK4B https://t.co/saRCIdKDZ6",Sprout Social,1473696850523967503,8,0,34,2,True,True,"BC Ministry of Transportation & Infrastructure info on safety & mobility. 
Mostly: M-F 9am-5pm
24/7 Service: @DriveBC
Collection Notice: https://t.co/7uULmJ8lxr",204620133.0,TranBC,BC Transportation,2010-10-19T02:58:31.000Z,54487.0,1984.0,59322.0,683.0,"British Columbia, Canada",False,False,True,True,True,True,False
49,49,1474001705738149900,2021-12-23T12:59:26.000Z,1249440289,en,"If you act quickly, you can minimize water damage and save some of your personal items. Some of your success depends on the type of water damage and how long the water has been there.

https://t.co/Df5BeU2O0B

#waterdamage #restoration #toronto #ONstorm #floodcleanup #insurance https://t.co/b5K3zkFITc",Hootsuite Inc.,1474001705738149900,0,0,0,0,False,False,SELECT Restoration Services - Water & Fire Damage Experts • Make Us Your FIRST CALL in an Emergency • 416-236-0660 • https://t.co/OqOOQDLTCz • #callthemfirst,1249440289.0,callthemfirst,SELECT Restoration Services 🇨🇦,2013-03-07T16:03:57.000Z,315.0,694.0,1703.0,12.0,"261 Bering Avenue, Toronto, ON",True,False,True,False,False,False,False
50,50,1474080280445165569,2021-12-23T18:11:40.000Z,43032348,en,"Well... every single model got the placement of today's low wrong. The first image is the forecast for 11:30 AM, the second image the actual position of the low at the same time per NOAA WPC. Hence the heavier snow falling farther west than forecast today. #nlwx https://t.co/aVuSktcAJF",TweetDeck,1474080280445165569,1,7,20,1,True,True,Proud dad | Husband to @SQ85 | Chief Meteorologist at @NTVNewsNL | #nlwx | 🇺🇸 🇨🇦 | Views/opinions are my own,43032348.0,EddieSheerr,Eddie Sheerr,2009-05-28T02:54:51.000Z,59382.0,3697.0,69026.0,235.0,"St. John's, NL",False,False,False,False,False,False,True
51,51,1474111154058313738,2021-12-23T20:14:21.000Z,715053080,en,"As temperatures drop, haulers are finding that #foodscraps are freezing in green bins and they are unable to empty them. https://t.co/c7kws2gFkR
#BCCold #BCStorm #polarVortex #Coldwave #compost",Hootsuite Inc.,1474111154058313738,2,0,2,1,False,False,"Make composting second nature!
🌱Certified compostable film products and programs to keep food waste away from landfill.",715053080.0,EcoSafeZW,EcoSafe® Zero Waste,2012-07-24T22:45:10.000Z,1005.0,469.0,4772.0,31.0,North America,False,False,False,False,False,False,True
52,52,1474193862679793666,2021-12-24T01:43:00.000Z,204620133,en,"Last night CVSE issued nine tickets to commercial vehicle drivers for not carrying chains. Vehicles were heading for #BCHwy3 and #BCHwy5. 👮 👮  

#BCTrucking, with more #BCStorm forecasted, carry and know how to install chains: https://t.co/7LzXjgtnnr  #ShiftIntoWinter https://t.co/yoUPM3Oxdm",Sprout Social,1474193862679793666,29,24,110,5,True,True,"BC Ministry of Transportation & Infrastructure info on safety & mobility. 
Mostly: M-F 9am-5pm
24/7 Service: @DriveBC
Collection Notice: https://t.co/7uULmJ8lxr",204620133.0,TranBC,BC Transportation,2010-10-19T02:58:31.000Z,54487.0,1984.0,59322.0,683.0,"British Columbia, Canada",True,True,True,False,False,False,False
53,53,1474431235430789122,2021-12-24T17:26:14.000Z,1018954904029749248,en,"We have deployed additional resources to attack this #BCstorm in the north #Vanisle Service Area https://t.co/MxNge54dGm

Please drive with extreme caution, watch for roadside crews and before heading out, check @DriveBC for road condition updates.

@TranBC @CHEK_News",Sprout Social,1474431235430789122,2,0,4,0,False,False,"24-hr hotline 1-877-215-7122. Serving North Vancouver Island #BCHwys, give us a call or tweet us your feedback! Privacy Policy https://t.co/LWHTzL6gtP",1.0189549040297492e+18,MainroadNIsland,Mainroad North Island | Shift into Winter,2018-07-16T20:25:55.000Z,422.0,321.0,3627.0,10.0,"Cumberland, British Columbia",True,True,True,True,False,False,True
54,54,1474965363070808065,2021-12-26T04:48:40.000Z,180075280,en,"With Christmas behind us, COVID running wild, and a deep freeze blowing in, I hereby challenge you all to a Who Can Stay in Their House the Longest contest. #BCstorm",Hootsuite Inc.,1474965363070808065,1,2,13,0,False,False,"An 84-year old curmudgeon trapped in a 47-year-old body. Come for the doom, stay for the gloom.",180075280.0,ThisIsHoos,Glen Hoos 🚫👀⬆️,2010-08-18T19:46:20.000Z,261.0,599.0,6114.0,12.0,"Aldergrove, BC",True,False,False,False,False,False,True
55,55,1475224922477715458,2021-12-26T22:00:04.000Z,391018658,en,"❄️🐾 Keep an eye on your pets in cold weather:
◾️ Ensure they have access to warm shelter. Do not leave them outside or in a vehicle.
◾️ Wipe paws after being outside to remove salt/ice melting chemicals
◾️ Do not leave unattended by heat sources/candles
#RichmondBC #BCStorm https://t.co/KelyAkYDju",Hootsuite Inc.,1475224922477715458,6,0,8,0,False,False,"Official City of Richmond, BC government account. Follow us for news, info & events for one of the world’s most livable cities. Not monitored 24/7. #RichmondBC",391018658.0,Richmond_BC,City of Richmond BC,2011-10-14T22:36:23.000Z,9509.0,446.0,20129.0,165.0,"Richmond, British Columbia",True,False,False,False,False,False,False
56,56,1475241735307481089,2021-12-26T23:06:53.000Z,7233652,en,"This holiday season: 

Go outside, freeze. Go somewhere inside, get omicron. 

Best to stay home. #BCStorm #Omnicron",TweetDeck,1475241735307481089,1,0,9,0,False,False,"IG: @karen_humphrey1 Mastodon: @karenhumphrey@mastodon.social Powered by coffee. Loses car in parking lots.Staff for Cooper, the rescued house cat.(she/her)",7233652.0,scatteredmom,Karen Humphrey,2007-07-03T17:48:29.000Z,7950.0,3922.0,191644.0,468.0,"Fraser Valley, Canada",True,False,False,False,False,False,True
57,57,1475639285004992512,2021-12-28T01:26:36.000Z,23218747,en,"with this cold weather, I'm seriously thinking of making a batch of chile in the Instant Pot. #yeg #yyc #yegwx #yegweather #abstorm #ABWx",TweetDeck,1475639285004992512,0,1,2,0,False,False,"Retired CTV cameraman, fan of Andre Rieu. Frequent traveller. KofC. Ham Radio VE6OA. Private pilot XDP14692.
Played drums with Fendermen & The Crystals.",23218747.0,TVNewsman,Al Girard,2009-03-07T18:24:50.000Z,879.0,1910.0,8667.0,23.0,"Edmonton, Alberta, Canada",False,False,False,False,False,False,False
58,58,1475922185587871747,2021-12-28T20:10:45.000Z,17072483,en,"A fix for a frozen lock: a drop of hand sanitizer on the key. Just tried it on a padlock; worked perfectly.
#BCstorm 
#wawx",TweetDeck,1475922185587871747,1,0,5,0,False,False,"Part time farmer, cat herder, wine lover and trouble maker.  Social democrat. Vintage.  Learning Ukrainian! Bah to the bad. Desiderata, baby. 🇺🇦",17072483.0,marionetta,marionetta,2008-10-30T19:32:41.000Z,1348.0,3820.0,35398.0,2.0,,True,False,False,False,False,False,False
59,59,1475929414395301888,2021-12-28T20:39:28.000Z,17072483,en,"The main road by my place is a sheet of ice. To deal with it, @LangleyTownship has put up a sign that says local traffic only. That'll fix it.
#bcstorm",TweetDeck,1475929414395301888,2,0,9,0,False,False,"Part time farmer, cat herder, wine lover and trouble maker.  Social democrat. Vintage.  Learning Ukrainian! Bah to the bad. Desiderata, baby. 🇺🇦",17072483.0,marionetta,marionetta,2008-10-30T19:32:41.000Z,1348.0,3820.0,35398.0,2.0,,False,True,False,True,False,False,False
60,60,1476217605971234825,2021-12-29T15:44:38.000Z,22661700,en,"There will be no respite from frigid temperatures until the end of the week for most of Western Canada as arctic wind chills blanket the area, sending temperatures plummeting. https://t.co/74pcsb7HMJ #abwx",SocialFlow,1476217605971234825,0,0,1,0,True,True,Edmonton's news. Today's talk. Home of the @EdmontonOilers and the Edmonton @GoElks.,22661700.0,630CHED,630CHED,2009-03-03T19:12:19.000Z,27623.0,781.0,135187.0,327.0,Edmonton,False,False,False,False,False,False,True
61,61,1476251739259084805,2021-12-29T18:00:16.000Z,391018658,en,"Richmond has invested over $120 million in its dikes &amp; flood protection infrastructure to protect the community from:
- the risks of weather events
- rising sea levels attributed to climate change. 
🏞️ Learn more: https://t.co/OcHsDPD2Gz
#RichmondBC #BCStorm https://t.co/13y1S6CF8R",Hootsuite Inc.,1476251739259084805,3,2,14,0,False,False,"Official City of Richmond, BC government account. Follow us for news, info & events for one of the world’s most livable cities. Not monitored 24/7. #RichmondBC",391018658.0,Richmond_BC,City of Richmond BC,2011-10-14T22:36:23.000Z,9509.0,446.0,20129.0,165.0,"Richmond, British Columbia",False,False,True,False,False,False,False
62,62,1476395533187100672,2021-12-30T03:31:39.000Z,199072462,en,A slight warm up coming for you in Edmonton to start 2022. It's doesn't last long as another shot of Arctic air is poised to sneak down and bring -40 wind chills again. @weathernetwork #ABstorm https://t.co/GtUWfPbC2k,WeatherShare,1476395533187100672,1,3,20,1,True,True,"Meteorologist & host of Stormhunters @weathernetwork, @RCGS_SGRC fellow, partner to Ross, stepmom, glamma, dog/cat mom, singer https://t.co/7yCyXAs8V5",199072462.0,jwhittalTWN,Jaclyn Whittal,2010-10-05T23:44:04.000Z,27181.0,16164.0,46445.0,520.0,"Vernon, British Columbia",False,False,False,False,False,False,True
63,63,1476584728631390211,2021-12-30T16:03:27.000Z,197360155,en,"If you are planning to drive, ensure you have snow tires, give yourself extra time to get to your destination, drive slowly, and keep a lot of distance from other cars. #RoadSafety #BCStorm #ShiftIntoWinter https://t.co/quKofaWeO8",Hootsuite Inc.,1476584728631390211,30,14,99,1,True,True,"Official Twitter account for the VPD - Account not monitored 24/7 
*EMERGENCY CALL 911* Non-Emergency 604-717-3321 
Visit https://t.co/vXVIuP6rCn for social media terms of use.",197360155.0,VancouverPD,Vancouver Police,2010-10-01T08:49:22.000Z,192213.0,1198.0,25673.0,1458.0,"Vancouver, BC, Canada",True,True,True,False,False,False,False
64,64,1476598123338285059,2021-12-30T16:56:41.000Z,55323056,en,"Due to heavy snowfall and continued icy conditions in lanes and on side streets, we are temporarily suspending garbage collection December 30 and 31. Our sanitation crews are helping street operations staff with snow clearing across the city. #BCstorm #Vancouver https://t.co/tuzIrtLWhh",Hootsuite Inc.,1476598123338285059,25,24,93,4,True,True,"Official #CityofVancouver account 🇨🇦.  Keep up with news, services, programs, events & emergency notifications. Terms of use: https://t.co/JykuLNDp3w",55323056.0,CityofVancouver,City of Vancouver,2009-07-09T18:47:58.000Z,251166.0,2354.0,54414.0,2135.0,"Vancouver, BC, Canada",False,False,False,True,False,True,True
65,65,1476607083688730632,2021-12-30T17:32:17.000Z,3064691092,en,1/ There remains much uncertainty for the timing and track of this weekend's system for S. ON. Here are two possible #ONStorm scenarios from different models for Saturday evening... (images from @weatherbell ) https://t.co/zHbiP1F639,Hootsuite Inc.,1476607083688730632,13,2,41,2,True,True,"Canada’s official weather and climate source. Tweets by @environmentca meteorologists. 
 Suivez-nous en français @ECCCMeteoON
 Terms: https://t.co/z6ZbOF7eWP",3064691092.0,ECCCWeatherON,ECCC Weather Ontario,2015-02-28T00:33:41.000Z,16035.0,137.0,4162.0,185.0,"Ontario, Canada",False,False,False,False,False,False,True
66,66,1476658490466787330,2021-12-30T20:56:33.000Z,1018954904029749248,en,"Chris Cowley, General Manager, explains tandem plowing, also known as echelon plowing. https://t.co/arDbdlwUIT

Do not attempt to pass snowplow equipment.  Please be patient, remain a safe distance, be safe.

#Shiftintowinter #bcstorm",Sprout Social,1476658490466787330,2,0,0,0,False,False,"24-hr hotline 1-877-215-7122. Serving North Vancouver Island #BCHwys, give us a call or tweet us your feedback! Privacy Policy https://t.co/LWHTzL6gtP",1.0189549040297492e+18,MainroadNIsland,Mainroad North Island | Shift into Winter,2018-07-16T20:25:55.000Z,422.0,321.0,3627.0,10.0,"Cumberland, British Columbia",True,True,False,True,False,False,False
67,67,1476982189573083144,2021-12-31T18:22:49.000Z,5950332,en,"Looks like 2021 weather has one final ""fuck you"" for us. #BCStorm https://t.co/ktuMTYDrUw",TweetDeck,1476982189573083144,0,0,0,0,False,False,"Autistic loner | 37 | 🇳🇱+🇮🇹=🇨🇦| ♂️ he/him | Part of the #InclusionRevolution
Fediverse main: @moofey@masto.ai
Fediverse PSO2: @moofey@mk.arks.cafe",5950332.0,Moofey17,Adam Advocaat,2007-05-11T04:57:42.000Z,722.0,2438.0,59624.0,33.0,"New Westminster, BC",False,False,False,False,False,False,True
68,68,1477009171807711238,2021-12-31T20:10:02.000Z,450765259,en,"The Canadian Ice Service's mission is to provide the most timely and accurate information about ice in Canada's navigable waters. You want to know more about the latest ice conditions in your area? Follow this link: https://t.co/ei2z4BgIaR
#QCstorm #ECCC https://t.co/nGvTyRlujP",Hootsuite Inc.,1477009171807711238,1,0,2,0,True,True,"Canada’s official weather and climate source. Tweets by @environmentca meteorologists. 
 Suivez-nous en français @ECCCMeteoQC
 Terms: https://t.co/9LRCKaTTA1",450765259.0,ECCCWeatherQC,ECCC Weather Quebec,2011-12-30T16:45:56.000Z,4057.0,59.0,7867.0,78.0,"Québec, Canada",False,False,True,False,False,False,True
69,69,1477049250303389699,2021-12-31T22:49:18.000Z,3064610679,en,"2021 leaves us cold …
BUT … 2022 starts with a bit of a warm up!

Chinook winds are forecast Saturday in southern #Alberta.
If you’re travelling, expect low visibilities in blowing snow, especially near open areas like highways.

Check @511Alberta  before you go!
#abstorm
(1/2) https://t.co/qlKq8WwTz7",Hootsuite Inc.,1477049250303389699,5,0,19,1,True,True,"Canada’s official weather and climate source. Tweets by @environmentca meteorologists. 
 Suivez-nous en français @ECCCMeteoAB
Terms: https://t.co/4wvyWTWywQ",3064610679.0,ECCCWeatherAB,ECCC Weather Alberta,2015-02-28T00:30:16.000Z,6488.0,79.0,774.0,84.0,"Alberta, Canada",False,True,True,False,False,False,True
70,70,1477117926289281026,2022-01-01T03:22:11.000Z,41618221,en,"Welcome to the #BritishColumbia #KnowBeforeYouGo HighwayCams website(s).

Choice 1: https://t.co/ukEStuID82

OR

Choice 2: https://t.co/nVrCVYSfyl

Preview your route(s) before putting your boots on. 

Your choice.

https://t.co/bWadToZySZ c/o 
@TranBC

#ShiftIntoWinter #BCStorm https://t.co/QL3yGFX10y",TweetDeck,1477117926289281026,13,1,22,0,True,True,"DriveBC Official account
BC Ministry of Transportation & Infrastructure highway info, events & weather.
Monitored 24/7
Collection Notice: https://t.co/7EdnVI2gU3",41618221.0,DriveBC,DriveBC,2009-05-21T16:22:17.000Z,228614.0,228.0,155379.0,1422.0,British Columbia,True,False,True,False,False,False,True
71,71,1477137557171408899,2022-01-01T04:40:12.000Z,382173022,en,Stupid Winter Stats December 2021 compared to 2022.  Definitely a lot snowier this year.  Note: I forgot to add in 1 Arse over Tea kettle from yesterday before I saved the graphic.  I did a full on home alone slip on some ice hidden under some snow.  #nlwx https://t.co/mWFHCU4zJq,TweetDeck,1477137557171408899,0,1,4,0,False,False,"I am currently a meteorologist working in Gander,  NL. If I'm not watching the weather at work I am certainly out enjoying it.",382173022.0,Isotachtics,Justin Boudreau,2011-09-29T16:18:47.000Z,2132.0,252.0,18412.0,32.0,Gander NL,False,True,False,False,True,False,True
72,72,1477533326034366467,2022-01-02T06:52:50.000Z,426048041,en,"It's a weird weird night out there friends... #bcstorm WEIRD
BLIZZARD warning in Powell River. https://t.co/qM15qprJJT",TweetDeck,1477533326034366467,2,1,12,0,False,False,Providing weather information for the Alberni Valley and forecast blogs at https://t.co/W7nTT0FvQA since 2005. Mastodon: @alberniweather@mstdn.ca,426048041.0,alberniweather,Alberni Weather,2011-12-01T19:37:20.000Z,1454.0,227.0,19936.0,44.0,"Port Alberni, British Columbia",False,True,False,False,False,False,True
73,73,1478312225022652416,2022-01-04T10:27:54.000Z,38661711,en,"MI’s Ridge Rd., Foxtrap and Holyrood locations are closed for the morning due to inclement weather. Further update at 11 a.m.  Employees are not required to work remotely while the university is closed due to weather.  Winter semester starts Jan. 10  #nlwx https://t.co/RMODCBM4Ak",Hootsuite Inc.,1478312225022652416,6,0,5,0,False,False,The Fisheries and Marine Institute of Memorial University of Newfoundland,38661711.0,marineinstitute,Marine Institute,2009-05-08T13:06:40.000Z,7514.0,1019.0,9683.0,91.0,"St. John's, NL, Canada",False,False,False,False,False,True,False
74,74,1478355630176059402,2022-01-04T13:20:23.000Z,21258217,en,"In Edmonton and north of the city, Environment Canada said prolonged extreme cold wind chill values between -40 and -50 will continue until the coming weekend.
#yeg #yegwx #abstorm #yegtraffic
https://t.co/3yJlUoWdKz",SocialFlow,1478355630176059402,5,0,9,3,True,True,Our City. Our News.,21258217.0,GlobalEdmonton,Global Edmonton,2009-02-19T00:16:30.000Z,238231.0,591.0,218263.0,1274.0,"Edmonton, AB",False,False,False,False,False,False,True
75,75,1478460383354630166,2022-01-04T20:16:38.000Z,188215959,en,"Interesting to see all the foreign models cluster around a significant precipitation event for the GNP on Thursday (50-70 mm rain Daniel's Hr, 20-30 cm snow St. Anthony), while the Canadian model stands out with a much weaker solution.

Stay tuned on this one! #nlwx https://t.co/mIWCx48Fx6",TweetDeck,1478460383354630166,0,1,5,0,False,False,Meteorologist at @ECCCWeatherNL | Tweeting tidbits of #NLwx | Views my own,188215959.0,rcbstormpost,Rodney Barney,2010-09-08T05:27:45.000Z,8769.0,1214.0,21490.0,108.0,Gander|Newfoundland & Labrador,False,False,False,False,False,False,True
76,76,1478523687372566532,2022-01-05T00:28:11.000Z,382173022,en,It's apparently a coldest night in 11 months kinda #nlwx night out there.,TweetDeck,1478523687372566532,0,2,2,0,False,False,"I am currently a meteorologist working in Gander,  NL. If I'm not watching the weather at work I am certainly out enjoying it.",382173022.0,Isotachtics,Justin Boudreau,2011-09-29T16:18:47.000Z,2132.0,252.0,18412.0,32.0,Gander NL,False,False,False,False,False,False,True
77,77,1478869143105458180,2022-01-05T23:20:54.000Z,1838597966,en,"Another problem down the road, potential erosion and power outages as a powerful low lifts NE on Friday, paired with a King Tide. #BCStorm https://t.co/gnrH01sjGT",WeatherShare,1478869143105458180,18,5,67,4,True,True,Digital Meteorologist at @weathernetwork – specializing in weather for the Pacific Northwest.,1838597966.0,50ShadesofVan,Tyler Hamilton,2013-09-09T03:20:36.000Z,14901.0,1321.0,17487.0,333.0,"Vancouver, BC",False,True,False,False,True,True,True
78,78,1479050599534628866,2022-01-06T11:21:57.000Z,39728167,en,"Another storm moves in on Friday night and Saturday. Snow and blowing snow is expected for central and the west coast while the Avalon and Burin will see snow changing to ice pellets and then rain.

Strong winds are expected across the Island.

#nlwx",TweetDeck,1479050599534628866,0,0,0,0,False,False,"CBN reporter for @NTVNewsNL.
Journalist. Husband. Dad to our cockapoo Henry. RTs ≠ endorsements. (he/him) 🇨🇦 🏳️‍🌈

Story ideas kbrookings@ntv.ca",39728167.0,kylebrookings,Kyle Sooley-Brookings,2009-05-13T10:55:38.000Z,1491.0,1346.0,17258.0,34.0,"St. John's, NL",False,False,False,False,False,False,True
79,79,1479111209366343687,2022-01-06T15:22:47.000Z,20205479,en,"#Nanaimo, with the overnight winter storm, road conditions this morning are hazardous. Please stay off the roads unless absolutely necessary to give plows time to clear. #YCD #BCStorm @NanaimoNewsNOW @1069thewolf @1023TheWave @NanaimoBulletin",Hootsuite Inc.,1479111209366343687,17,1,22,2,False,False,"Official account for the City of Nanaimo, one of the fastest growing cities in BC. After hours emergencies 250-758-5222. Terms of use https://t.co/6wZW7rGMcw",20205479.0,cityofnanaimo,City of Nanaimo,2009-02-06T00:29:53.000Z,16136.0,96.0,12200.0,275.0,"Nanaimo, BC, Canada",True,True,False,True,False,True,True
80,80,1479130651798523911,2022-01-06T16:40:02.000Z,202746630,en,"❄️Snow removal reminder: Please clear your sidewalks of snow and ice. Residents and business owners are responsible for clearing the sidewalks by their property. If possible, assist your neighbour. https://t.co/XYLzdLvtIb #WhiteRockBC #BCStorm https://t.co/ZDyZwdGpF7",Hootsuite Inc.,1479130651798523911,0,0,0,0,False,False,"The official account of the City of White Rock  #WhiteRockBC. 
Account monitored Mon. to Fri. 8:30 a.m. to 4:30 p.m. 
Terms of use: https://t.co/7T8Fw7YXZB",202746630.0,whiterockcity,City of White Rock,2010-10-14T18:48:24.000Z,4202.0,245.0,6843.0,98.0,"White Rock, BC, Canada",True,False,False,True,False,False,False
81,81,1479146043438686209,2022-01-06T17:41:12.000Z,122445942,en,"We're activating our Emergency Operations Centre at 10am on Friday as we prepare for the first winter storm of 2022. With weather reports calling for heavy, wet snow and wind beginning Friday, we’re positioning crews across NS. #NSstorm

For more info: https://t.co/ND56HL8C0a. https://t.co/figMhGCJpq",Sprout Social,1479146043438686209,28,5,46,1,True,True,"We make and deliver electricity. 
Social Media Customer Care hours: Monday-Friday 8am-8pm
Report an outage 24/7 at https://t.co/3FqCMBEjVc or call 1-877-428-6004.",122445942.0,nspowerinc,Nova Scotia Power,2010-03-12T18:51:17.000Z,51037.0,1441.0,15157.0,388.0,"Nova Scotia, Canada",False,False,True,True,False,False,True
82,82,1479149033054777355,2022-01-06T17:53:05.000Z,219425609,en,"Happy Thursday, everybody! Due to snow and weather conditions, the VRCA office will close at 2pm today to ensure our staff can get home safely. Please don't hesitate to reach out to the team via phone/email though! https://t.co/2FMAd0C4yU #BCstorm #besafe #staywarm https://t.co/Cppzva2SFc",Hootsuite Inc.,1479149033054777355,0,0,1,0,False,False,VRCA represents over 700 members in the commercial construction industry in the Lower Mainland. VRCA is available to Tweet Monday to Friday from 8:30am-4:30pm.,219425609.0,VanConstruction,VRCA,2010-11-24T20:50:52.000Z,4836.0,1698.0,12393.0,127.0,"Vancouver, BC, Canada",False,False,False,False,False,True,False
83,83,1479251714305839104,2022-01-07T00:41:06.000Z,702278455,en,"It isn't all too often Vancouver sees a White Christmas but this video from just a few days after the holiday confirms the city's fourth White Christmas over the past 25 years! The last time the city saw snow on Christmas? 2008! #bcwx
📍: North Vancouver, BC
📹: @JWagstaffe https://t.co/DgBGR8kqnC",Sprout Social,1479251714305839104,4,0,25,2,True,True,"MyRadar Weather Radar and Forecasts, available on iOS, Android, Windows, Xbox and Amazon Alexa! Follow us for regular weather news and updates!",702278455.0,MyRadarWX,MyRadar Weather,2012-07-18T03:30:40.000Z,93462.0,783.0,23242.0,653.0,"Orlando, FL",False,False,False,False,False,False,True
84,84,1479410192844533760,2022-01-07T11:10:50.000Z,42935811,en,"Snowmobilers, skiers and other winter sports enthusiasts in central and western N.L. will have plenty of fresh powder to play in on Saturday morning ⛷️❄️🛷  #nlwx  

@AllisterCanada's update from @WS_DianeCrocker 

https://t.co/b7BrTjFMB7 https://t.co/H1X56AWdT6",Echobox,1479410192844533760,6,0,8,0,True,True,Newfoundland and Labrador's major daily newspaper. App for iPhone and iPad available at http://t.co/LA1hoaNwAo,42935811.0,StJohnsTelegram,The Telegram,2009-05-27T17:51:44.000Z,82548.0,374.0,123945.0,534.0,"St. John's, Newfoundland",False,False,False,False,False,False,True
85,85,1479444221794922500,2022-01-07T13:26:03.000Z,470313940,en,Hey #nbstorm folks... looking for a weather observer on Grand Manan Island! #atlstorm #NBwx,TweetDeck,1479444221794922500,3,1,1,1,False,False,#PennState Certified Weather Forecaster covering #Maine 🌲🦞 | #MEwx | #WRNAmbassador ⚡ | #WeAre 🦁 | Member AMS-NWA-SKYWARN-CWOP |,470313940.0,PineTreeWeather,Mike Haggett 🌲,2012-01-21T16:41:22.000Z,4308.0,1197.0,133645.0,198.0,"Kennebunk, ME",False,False,False,False,False,False,True
86,86,1479478984815566854,2022-01-07T15:44:12.000Z,43032348,en,"HRDPS model suggesting a swath of very high winds tomorrow from Notre Dame Bay to the northeast Avalon. Peak winds look to be around the NE Coast, where gusts in excess of 130 km/h are possible. Hurricane force is 119 km/h. #nlwx https://t.co/to5AwJmg6O",TweetDeck,1479478984815566854,8,5,9,1,True,True,Proud dad | Husband to @SQ85 | Chief Meteorologist at @NTVNewsNL | #nlwx | 🇺🇸 🇨🇦 | Views/opinions are my own,43032348.0,EddieSheerr,Eddie Sheerr,2009-05-28T02:54:51.000Z,59382.0,3697.0,69026.0,235.0,"St. John's, NL",False,True,False,False,False,False,True
87,87,1479485083748864005,2022-01-07T16:08:26.000Z,43032348,en,"Easy to see where the axis of heaviest snow is going to be with this next Nor'easter. From western NS, up thru PEI and into western/Central Newfoundland. Widespread 30-40+ cm in those areas. #nlwx #ATLstorm https://t.co/xZdCCs44fz",TweetDeck,1479485083748864005,2,2,19,0,True,True,Proud dad | Husband to @SQ85 | Chief Meteorologist at @NTVNewsNL | #nlwx | 🇺🇸 🇨🇦 | Views/opinions are my own,43032348.0,EddieSheerr,Eddie Sheerr,2009-05-28T02:54:51.000Z,59382.0,3697.0,69026.0,235.0,"St. John's, NL",False,False,False,False,False,False,True
88,88,1479509266805538825,2022-01-07T17:44:31.000Z,186198253,en,"As this storm approaches, keep in mind you can contact us 24/7, day or night. Be in the know if an outage affects you. We can send notifications directly to you by text. It’s easy. Just text REG to 63797 and follow the steps. Sign up today! #nlwx. https://t.co/rehYOemgey",Hootsuite Inc.,1479509266805538825,10,2,11,0,False,False,We deliver electricity to 600 communities in NL. To report an outage visit our website or call 1-800-474-5711. WHENEVER.WHEREVER. We'll be there.,186198253.0,NFPower,Newfoundland Power,2010-09-02T20:43:52.000Z,38541.0,616.0,6516.0,212.0,"Newfoundland, Canada",False,False,True,False,False,True,False
89,89,1479509588265160704,2022-01-07T17:45:48.000Z,52296067,en,Closeup of the trees in our yard. #Chilliwack #BCStorm https://t.co/sDTR8CbfSu,TweetDeck,1479509588265160704,2,0,2,1,False,False,💛🖤  Crime Solver 🐺  Music Lover 🎼 Multifandom 📺  she / her.  No DMs. #FBIFam #FireCountry #12Monkeys,52296067.0,dgct2,DG 💛🖤🌊🇺🇦 Pinned Tweet,2009-06-30T03:59:47.000Z,9282.0,5007.0,337084.0,172.0,"Chilliwack, British Columbia",False,False,False,False,False,False,True
